canonical_name,slug,used_in_n_workout_slots,cal_per_hr_150lb,cal_15min_150lb,met_estimate,calorie_source,match_type,match_score,fitclick_name,fitclick_eqID,fitclick_url,fitclick_category,fitclick_muscle,exercise_url
Hanging Knee Raise,hanging-knee-raise,13,459,115,6.43,fitclick_match,fuzzy_low,0.6,Hanging Knee Raise with Twist,3206,https://www.fitclick.com/exercises_Hanging_Knee_Raise_with_Twist?eqID=3206,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/hanging-knee-raise.html
Seated Arnold Press,seated-arnold-press,13,374,94,5.24,fitclick_match,manual,1.0,Dumbbell Arnold Shoulder Press,2762,https://www.fitclick.com/exercises_Dumbbell_Arnold_Shoulder_Press?eqID=2762,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/seated-arnold-press.html
Bodyweight Squat,bodyweight-squat,13,442,110,6.19,fitclick_match,manual,1.0,Squat - (No extra weights),1841,https://www.fitclick.com/exercises_Squat_No_extra_weights_?eqID=1841,Thighs,Quadriceps,https://www.muscleandstrength.com/exercises/bodyweight-squat.html
Cable Crossover,cable-crossovers-%28upper-chest%29,13,391,98,5.48,fitclick_match,exact,1.0,Cable Crossovers,12,https://www.fitclick.com/exercises_Cable_Crossovers?eqID=12,Chest,Pectorals,https://www.muscleandstrength.com/exercises/cable-crossovers-%28upper-chest%29.html
Good Mornings,good-mornings,13,442,110,6.19,fitclick_match,exact,1.0,Good Mornings,39,https://www.fitclick.com/exercises_Good_Mornings?eqID=39,Lower Back,Spinal Erectors,https://www.muscleandstrength.com/exercises/good-mornings.html
High Bar Close Stance Squats,narrow-stance-high-bar-squat,13,442,110,6.19,fitclick_match,manual,1.0,Squat - (No extra weights),1841,https://www.fitclick.com/exercises_Squat_No_extra_weights_?eqID=1841,Thighs,Quadriceps,https://www.muscleandstrength.com/exercises/narrow-stance-high-bar-squat
French Press,french-press,12,357,89,5.0,fitclick_match,fuzzy_low,0.67,Bowflex: French Press,6761,https://www.fitclick.com/exercises_Bowflex_French_Press?eqID=6761,Triceps,Triceps,https://www.muscleandstrength.com/exercises/french-press.html
Dumbbell Front Raise,dumbbell-front-raise,12,272,68,3.81,fitclick_match,fuzzy,1.0,Front Dumbbell Raises,37,https://www.fitclick.com/exercises_Front_Dumbbell_Raises?eqID=37,Shoulders,Anterior Deltoids,https://www.muscleandstrength.com/exercises/dumbbell-front-raise.html
Close Grip Lat Pull Down,close-grip-pull-down,12,391,98,5.48,fitclick_match,fuzzy,0.75,Close-Grip Pulldowns,17,https://www.fitclick.com/exercises_Close_Grip_Pulldowns?eqID=17,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/close-grip-pull-down.html
Exercise Ball Crunch,swiss-ball-crunch,12,306,76,4.29,fitclick_match,fuzzy_low,0.6,Weighted Swiss Ball Crunch,2479,https://www.fitclick.com/exercises_Weighted_Swiss_Ball_Crunch?eqID=2479,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/swiss-ball-crunch.html
Farmers Carry,farmers-walk,12,408,102,5.71,fitclick_match,exact,1.0,Farmers Carry,892,https://www.fitclick.com/exercises_Farmers_Carry?eqID=892,Thighs,Thighs,https://www.muscleandstrength.com/exercises/farmers-walk
Preacher Curls,preacher-curl,12,340,85,4.76,fitclick_match,exact,1.0,Barbell Preacher Curls,118,https://www.fitclick.com/exercises_Barbell_Preacher_Curls?eqID=118,Biceps,Biceps,https://www.muscleandstrength.com/exercises/preacher-curl.html
Standing Barbell Calf Raise,standing-calf-raise,12,255,64,3.57,fitclick_match,exact,1.0,Standing Barbell Calf Raises,110,https://www.fitclick.com/exercises_Standing_Barbell_Calf_Raises?eqID=110,Calves,Gastrocnemius,https://www.muscleandstrength.com/exercises/standing-calf-raise.html
Dumbbell Overhead Tricep Extension,two-arm-standing-dumbbell-extension,12,272,68,3.81,fitclick_match,fuzzy_low,0.6,One-Dumbbell Triceps Extensions,72,https://www.fitclick.com/exercises_One_Dumbbell_Triceps_Extensions?eqID=72,Triceps,Triceps,https://www.muscleandstrength.com/exercises/two-arm-standing-dumbbell-extension.html
1b. Straight Arm Lat Pulldowns,straight-arm-lat-pull-down,12,408,102,5.71,fitclick_match,fuzzy,0.87,Straight Arm Cable Pulldown,895,https://www.fitclick.com/exercises_Straight_Arm_Cable_Pulldown?eqID=895,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/straight-arm-lat-pull-down.html
Machine Reverse Fly,machine-reverse-fly,12,374,94,5.24,fitclick_match,exact,1.0,Reverse Fly,322,https://www.fitclick.com/exercises_Reverse_Fly?eqID=322,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/machine-reverse-fly
Barbell Wrist Curl,barbell-wrist-curl,11,204,51,2.86,fitclick_match,exact,1.0,Barbell Wrist Curls,9,https://www.fitclick.com/exercises_Barbell_Wrist_Curls?eqID=9,Forearms,Forearm Flexors,https://www.muscleandstrength.com/exercises/barbell-wrist-curl.html
Jump Rope,,11,408,102,5.71,fitclick_match,exact,1.0,Jump Rope,760,https://www.fitclick.com/exercises_Jump_Rope?eqID=760,Abdominals,Intercostals,
Dumbbell Upright Row,dumbbell-upright-row,11,374,94,5.24,fitclick_match,exact,1.0,Dumbbell Upright Rows,34,https://www.fitclick.com/exercises_Dumbbell_Upright_Rows?eqID=34,Trapezius,Trapezius,https://www.muscleandstrength.com/exercises/dumbbell-upright-row.html
Machine Chest Press,hammer-strength-bench-press,11,340,85,4.76,fitclick_match,exact,1.0,Machine Chest Press,56,https://www.fitclick.com/exercises_Machine_Chest_Press?eqID=56,Chest,Pectorals,https://www.muscleandstrength.com/exercises/hammer-strength-bench-press.html
Front Raise,barbell-front-raise,10,306,76,4.29,fitclick_match,exact,1.0,Barbell Front Raise,2780,https://www.fitclick.com/exercises_Barbell_Front_Raise?eqID=2780,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/barbell-front-raise.html
Dumbbell Squat,dumbbell-squat,10,476,119,6.67,fitclick_match,exact,1.0,Dumbbell Squats,33,https://www.fitclick.com/exercises_Dumbbell_Squats?eqID=33,Thighs,Thighs,https://www.muscleandstrength.com/exercises/dumbbell-squat.html
Underhand Lat Pull Down,reverse-grip-lat-pull-down,10,374,94,5.24,fitclick_match,fuzzy_low,0.6,Kneeling Underhand-Grip Lat Pulldown,3644,https://www.fitclick.com/exercises_Kneeling_Underhand_Grip_Lat_Pulldown?eqID=3644,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/reverse-grip-lat-pull-down.html
Smith Machine Shoulder Press,smith-machine-shoulder-press,10,272,68,3.81,fitclick_match,exact,1.0,Machine Shoulder Press,64,https://www.fitclick.com/exercises_Machine_Shoulder_Press?eqID=64,Shoulders,Deltoids,https://www.muscleandstrength.com/exercises/smith-machine-shoulder-press.html
Cardio (Eliptical or Tredmill),,10,655,164,9.17,fitclick_match,exact,1.0,Cardio,2727,https://www.fitclick.com/exercises_Cardio?eqID=2727,Cardio,Fitness Machines,
Glute Kick Back,glute-kick-back,10,408,102,5.71,fitclick_match,exact,1.0,donkey kick,2876,https://www.fitclick.com/exercises_donkey_kick?eqID=2876,Cardio,Other/Miscellaneous,https://www.muscleandstrength.com/exercises/glute-kick-back.html
Barbell/Dumbbell,,10,408,102,5.71,strength_median_estimate,,,,,,,,
Bodyweight,,10,408,102,5.71,strength_median_estimate,,,,,,,,
Single-Leg Dumbbell Calf Raise,standing-one-leg-calf-raise-with-dumbbell,10,204,51,2.86,fitclick_match,exact,1.0,Standing Calf Raises,101,https://www.fitclick.com/exercises_Standing_Calf_Raises?eqID=101,Calves,Gastrocnemius,https://www.muscleandstrength.com/exercises/standing-one-leg-calf-raise-with-dumbbell.html
Seated Dumbell Curls/Skull Crushers (Superset),seated-dumbbell-curl,10,408,102,5.71,fitclick_match,exact,1.0,Seated Curls,1345,https://www.fitclick.com/exercises_Seated_Curls?eqID=1345,Biceps,Biceps,https://www.muscleandstrength.com/exercises/seated-dumbbell-curl.html
Reverse Crunch,lying-floor-knee-raise,9,391,98,5.48,fitclick_match,fuzzy,0.87,Reverse Crunches,80,https://www.fitclick.com/exercises_Reverse_Crunches?eqID=80,Abdominals,Lower Rectus Abdominis,https://www.muscleandstrength.com/exercises/lying-floor-knee-raise.html
Machine Row,machine-row,9,327,82,4.58,fitclick_match,fuzzy,1.0,row machine,1481,https://www.fitclick.com/exercises_row_machine?eqID=1481,Cardio,Fitness Machines,https://www.muscleandstrength.com/exercises/machine-row.html
Overhead Tricep Extension,overhead-tricep-extension,9,408,102,5.71,fitclick_match,fuzzy,0.75,Superband Overhead Triceps Extension,908,https://www.fitclick.com/exercises_Superband_Overhead_Triceps_Extension?eqID=908,Triceps,Triceps,https://www.muscleandstrength.com/exercises/overhead-tricep-extension.html
Seated Dumbbell Calf Raise,one-leg-seated-dumbbell-calf-raise,9,238,60,3.33,fitclick_match,exact,1.0,Seated Dumbbell Calf Raises,88,https://www.fitclick.com/exercises_Seated_Dumbbell_Calf_Raises?eqID=88,Calves,Soleus,https://www.muscleandstrength.com/exercises/one-leg-seated-dumbbell-calf-raise.html
Wide Grip Lat Pulldown,wide-grip-pull-down,8,408,102,5.71,fitclick_match,fuzzy_low,0.6,Wide-Grip Front Pulldowns,220,https://www.fitclick.com/exercises_Wide_Grip_Front_Pulldowns?eqID=220,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/wide-grip-pull-down
Box Squat,box-squat-shown-with-bench,8,476,119,6.67,fitclick_match,exact,1.0,Box Squat,346,https://www.fitclick.com/exercises_Box_Squat?eqID=346,Thighs,Thighs,https://www.muscleandstrength.com/exercises/box-squat-shown-with-bench.html
Reverse Lunge (per leg),rear-bodyweight-lunge,8,408,102,5.71,fitclick_match,fuzzy_low,0.67,Dumbbell Reverse Lunge,850,https://www.fitclick.com/exercises_Dumbbell_Reverse_Lunge?eqID=850,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/rear-bodyweight-lunge.html
5. Standing Calf Raises,standing-machine-calf-raise,8,204,51,2.86,fitclick_match,exact,1.0,Standing Calf Raises,101,https://www.fitclick.com/exercises_Standing_Calf_Raises?eqID=101,Calves,Gastrocnemius,https://www.muscleandstrength.com/exercises/standing-machine-calf-raise
Russian Twist,russian-twist,8,408,102,5.71,fitclick_match,exact,1.0,Russian Twist,368,https://www.fitclick.com/exercises_Russian_Twist?eqID=368,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/russian-twist.html
Barbell Lunge,barbell-lunge,8,510,128,7.14,fitclick_match,exact,1.0,Barbell Lunges,5,https://www.fitclick.com/exercises_Barbell_Lunges?eqID=5,Thighs,Thighs,https://www.muscleandstrength.com/exercises/barbell-lunge.html
Lying Dumbbell Extension,lying-dumbbell-extension,8,408,102,5.71,fitclick_match,fuzzy,1.0,Dumbbell Lying Triceps Extensions,1159,https://www.fitclick.com/exercises_Dumbbell_Lying_Triceps_Extensions?eqID=1159,Triceps,Triceps,https://www.muscleandstrength.com/exercises/lying-dumbbell-extension.html
Dumbbell Hamstring Curl,dumbbell-hamstring-curl,8,272,68,3.81,fitclick_match,fuzzy,0.75,Lying Leg Curls,54,https://www.fitclick.com/exercises_Lying_Leg_Curls?eqID=54,Thighs,Biceps Femoris (Hamstrings),https://www.muscleandstrength.com/exercises/dumbbell-hamstring-curl.html
Band Pull Apart,band-pull-apart,8,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/band-pull-apart
Adduction Machine,hip-adduction-machine,8,323,81,4.52,fitclick_match,exact,1.0,Hip Adduction Machine,223,https://www.fitclick.com/exercises_Hip_Adduction_Machine?eqID=223,Thighs,Thighs,https://www.muscleandstrength.com/exercises/hip-adduction-machine.html
Weighted Dips,weighted-tricep-dips,8,238,60,3.33,fitclick_match,fuzzy_low,0.67,Triceps Bench Dips,111,https://www.fitclick.com/exercises_Triceps_Bench_Dips?eqID=111,Triceps,Triceps,https://www.muscleandstrength.com/exercises/weighted-tricep-dips.html
Cable Fly,cable-crossovers-%28mid-chest%29,8,391,98,5.48,fitclick_match,exact,1.0,Cable Crossovers,12,https://www.fitclick.com/exercises_Cable_Crossovers?eqID=12,Chest,Pectorals,https://www.muscleandstrength.com/exercises/cable-crossovers-%28mid-chest%29.html
Hip Abduction Machine,hip-abduction-machine,8,323,81,4.52,fitclick_match,exact,1.0,Hip Abduction Machine,222,https://www.fitclick.com/exercises_Hip_Abduction_Machine?eqID=222,Thighs,Thighs,https://www.muscleandstrength.com/exercises/hip-abduction-machine.html
Floor Crunch or Planks,floor-crunch-legs-on-bench,8,204,51,2.86,fitclick_match,exact,1.0,Crunches,21,https://www.fitclick.com/exercises_Crunches?eqID=21,Abdominals,Rectus Abdominis,https://www.muscleandstrength.com/exercises/floor-crunch-legs-on-bench.html
Reverse Barbell Curl,reverse-barbell-curl,7,408,102,5.71,fitclick_match,fuzzy,0.8,Bowflex Reverse Grip Barbell Curls,3970,https://www.fitclick.com/exercises_Bowflex_Reverse_Grip_Barbell_Curls?eqID=3970,Cardio,Fitness Machines,https://www.muscleandstrength.com/exercises/reverse-barbell-curl.html
Dumbbell Reverse Fly,dumbbell-reverse-fly,7,306,76,4.29,fitclick_match,fuzzy,0.75,Standing Reverse Dumbbell Fly,3773,https://www.fitclick.com/exercises_Standing_Reverse_Dumbbell_Fly?eqID=3773,Back,Rear Deltoids,https://www.muscleandstrength.com/exercises/dumbbell-reverse-fly.html
Kettlebell Squat,kettlebell-goblet-squat,7,408,102,5.71,fitclick_match,fuzzy_low,0.67,Kettlebell Front Squats,4478,https://www.fitclick.com/exercises_Kettlebell_Front_Squats?eqID=4478,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/kettlebell-goblet-squat
Bench step-ups,bodyweight-step-up,7,408,102,5.71,fitclick_match,exact,1.0,Step-Ups,442,https://www.fitclick.com/exercises_Step_Ups?eqID=442,Thighs,Thighs,https://www.muscleandstrength.com/exercises/bodyweight-step-up.html
Plie Squat,pile-squat,7,408,102,5.71,fitclick_match,exact,1.0,Plie Squat,2399,https://www.fitclick.com/exercises_Plie_Squat?eqID=2399,Thighs,Gluteus Maximus,https://www.muscleandstrength.com/exercises/pile-squat.html
Machine Lateral Raise,machine-lateral-raise,7,272,68,3.81,fitclick_match,exact,1.0,Machine Lateral Raises,59,https://www.fitclick.com/exercises_Machine_Lateral_Raises?eqID=59,Shoulders,Medial Deltoids,https://www.muscleandstrength.com/exercises/machine-lateral-raise.html
Sissy Squats,sissy-squat,7,408,102,5.71,category_estimate,,,,,,Thighs,,https://www.muscleandstrength.com/exercises/sissy-squat.html
V-bar Push-Downs,cable-tricep-extension-with-v-bar,7,408,102,5.71,strength_median_estimate,,,,,,,,https://www.muscleandstrength.com/exercises/cable-tricep-extension-with-v-bar.html
One Arm Overhead Dumbbell Extension,one-arm-dumbbell-extension,7,272,68,3.81,fitclick_match,exact,1.0,One-Arm Dumbbell Extensions,69,https://www.fitclick.com/exercises_One_Arm_Dumbbell_Extensions?eqID=69,Triceps,Triceps,https://www.muscleandstrength.com/exercises/one-arm-dumbbell-extension.html
One Arm Seated Dumbbell Extension,one-arm-seated-dumbbell-extension,7,272,68,3.81,fitclick_match,exact,1.0,One-Arm Dumbbell Extensions,69,https://www.fitclick.com/exercises_One_Arm_Dumbbell_Extensions?eqID=69,Triceps,Triceps,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-extension.html
B1. Cable Hammer Curl,rope-cable-curl,6,323,81,4.52,fitclick_match,fuzzy_low,0.67,Cable Curls,28,https://www.fitclick.com/exercises_Cable_Curls?eqID=28,Biceps,Biceps,https://www.muscleandstrength.com/exercises/rope-cable-curl.html
Barbell Reverse Lunge,barbell-rear-lunge,6,510,128,7.14,fitclick_match,exact,1.0,Barbell Reverse Lunge,6381,https://www.fitclick.com/exercises_Barbell_Reverse_Lunge?eqID=6381,Thighs,Quadriceps,https://www.muscleandstrength.com/exercises/barbell-rear-lunge.html
Hammer Machine Incline Press,hammer-strength-incline-bench-press,6,340,85,4.76,fitclick_match,fuzzy,1.0,Machine Incline Chest Press,58,https://www.fitclick.com/exercises_Machine_Incline_Chest_Press?eqID=58,Chest,Upper Pectorals,https://www.muscleandstrength.com/exercises/hammer-strength-incline-bench-press
Burpees,,6,612,153,8.57,fitclick_match,exact,1.0,Burpees,618,https://www.fitclick.com/exercises_Burpees?eqID=618,Chest,Pectorals,
Dumbbell Deadlift,dumbbell-deadlift,6,463,116,6.48,fitclick_match,exact,1.0,Dumbbell Deadlifts,1740,https://www.fitclick.com/exercises_Dumbbell_Deadlifts?eqID=1740,Thighs,Biceps Femoris (Hamstrings),https://www.muscleandstrength.com/exercises/dumbbell-deadlift.html
Close Grip Dumbbell Press on the Floor,close-grip-dumbbell-press,6,408,102,5.71,fitclick_match,fuzzy_low,0.6,Close-Grip Bench Press,16,https://www.fitclick.com/exercises_Close_Grip_Bench_Press?eqID=16,Triceps,Pectorals,https://www.muscleandstrength.com/exercises/close-grip-dumbbell-press.html
Kettlebell Row,bent-over-kettlebell-row,6,480,120,6.72,fitclick_match,fuzzy_low,0.67,Kettlebell Plank Row,6540,https://www.fitclick.com/exercises_Kettlebell_Plank_Row?eqID=6540,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/bent-over-kettlebell-row
Single Arm Lateral Raise,alternate-dumbbell-lateral-raise,6,272,68,3.81,fitclick_match,exact,1.0,Front Dumbbell Raises,37,https://www.fitclick.com/exercises_Front_Dumbbell_Raises?eqID=37,Shoulders,Anterior Deltoids,https://www.muscleandstrength.com/exercises/alternate-dumbbell-lateral-raise.html
Smith Machine Incline Bench Press,incline-smith-machine-bench-press,6,408,102,5.71,fitclick_match,fuzzy_low,0.67,Smith Machine Regular Bench Press,1157,https://www.fitclick.com/exercises_Smith_Machine_Regular_Bench_Press?eqID=1157,Chest,Pectorals,https://www.muscleandstrength.com/exercises/incline-smith-machine-bench-press.html
Wide Grip Barbell Upright Row,wide-grip-upright-rows,6,374,94,5.24,fitclick_match,fuzzy,1.0,Barbell Upright Row: Wide Grip,7232,https://www.fitclick.com/exercises_Barbell_Upright_Row_Wide_Grip?eqID=7232,Trapezius,Trapezius,https://www.muscleandstrength.com/exercises/wide-grip-upright-rows.html
Dumbbell Calf Raise,seated-dumbbell-calf-raise,6,238,60,3.33,fitclick_match,exact,1.0,Seated Calf Raises,87,https://www.fitclick.com/exercises_Seated_Calf_Raises?eqID=87,Calves,Soleus,https://www.muscleandstrength.com/exercises/seated-dumbbell-calf-raise.html
Chest Supported Dumbbell Row,chest-supported-dumbbell-row,6,408,102,5.71,category_estimate,,,,,,Back,,https://www.muscleandstrength.com/exercises/chest-supported-dumbbell-row
Bench Dips,single-bench-dip,6,238,60,3.33,fitclick_match,fuzzy_low,0.67,Triceps Bench Dips,111,https://www.fitclick.com/exercises_Triceps_Bench_Dips?eqID=111,Triceps,Triceps,https://www.muscleandstrength.com/exercises/single-bench-dip.html
Neutral-Grip Pull-Up or Pulldown,v-bar-pull-up,6,476,119,6.67,fitclick_match,fuzzy,0.8,Pull Up with Neutral Grip,366,https://www.fitclick.com/exercises_Pull_Up_with_Neutral_Grip?eqID=366,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/v-bar-pull-up.html
T-Bar Row (superset #1),machine-t-bar-row,6,408,102,5.71,fitclick_match,exact,1.0,T-Bar Rows,106,https://www.fitclick.com/exercises_T_Bar_Rows?eqID=106,Back,Latissimus Dorsi,https://www.muscleandstrength.com/exercises/machine-t-bar-row.html
Two Arm Dumbbell Swings,double-kettlebell-swing,6,408,102,5.71,fitclick_match,fuzzy_low,0.6,Dumbbell Two-Hand Swing,796,https://www.fitclick.com/exercises_Dumbbell_Two_Hand_Swing?eqID=796,Back,Spinal Erectors,https://www.muscleandstrength.com/exercises/double-kettlebell-swing
Single Leg Curl,single-leg-curl,5,272,68,3.81,fitclick_match,fuzzy,0.75,Lying Leg Curls,54,https://www.fitclick.com/exercises_Lying_Leg_Curls?eqID=54,Thighs,Biceps Femoris (Hamstrings),https://www.muscleandstrength.com/exercises/single-leg-curl.html
Lateral Lunge,barbell-side-lunge,5,408,102,5.71,fitclick_match,exact,1.0,lateral Lunge,1817,https://www.fitclick.com/exercises_lateral_Lunge?eqID=1817,Cardio,Other/Miscellaneous,https://www.muscleandstrength.com/exercises/barbell-side-lunge.html
